Date,T,SFL,PFE,XOM,MO,VZ,IBM,TSLA,GILD,GE
2020-12-30,-0.009418749541889704,-0.025473425974156916,-0.0019028963201342952,0.009223967068150651,-0.0063250456380326,-0.010373991173315944,-0.01226842321943189,-0.015432142502869617,-0.027622253720765322,-0.008345697329376844
2020-12-29,0.0017758703614636495,-0.009793610014311116,0.008411136344520065,-0.00793111262179913,-0.00023287706678398745,0.011513245562603247,-0.004334778259419747,-0.04143757736261833,0.003170496164428549,-0.01402655694782129
2020-12-28,0.0003323854193595377,-0.004962649532466057,-0.006172324630911663,0.011395360641591745,0.018401573580413055,0.0028982452442429807,0.008204956463496282,-0.003453505307887461,0.0010534919625828643,0.007587253414264028
2020-12-24,0.00491028575647956,0.02486700265994668,0.012197510141278567,-0.003362525407141659,0.005794302269435114,-0.0023819532016252642,-0.0009965122072745913,-0.0028929168738418554,0.00317529439515174,0.0009412650602409478
2020-12-23,0.00209412542709142,-0.021019380175873015,0.004588043448218837,0.004053679784475239,0.006948480177880967,0.0020365168539324685,-0.006317539484621659,-0.023860253562415945,0.005426132252930094,0.019747978183185966
2020-12-22,-0.012171872708608311,-0.02150556388879188,-0.018708559165818373,-0.012663624053362854,-0.007477667369266139,0.0005256149695143097,-0.0023423121967541816,-0.0087309204619338,-0.006620133841836351,-0.023054223533751417
2020-12-21,0.021489014251781402,0.01691591950232607,0.017411052233156532,0.01721992228176683,0.009202609091368608,0.008457955381220739,-0.0018447090390742993,0.014867101852141129,0.027001086562839616,0.01510288842741181
2020-12-18,0.013406968717073031,0.03652936021034181,0.008046737213403876,0.018601283363711252,0.01954005711709006,0.016322561600305763,0.019993279569892497,0.06946111470162797,0.0092398300153409,0.0037195462153618575
2020-12-17,0.007529040585114055,0.004819562349917206,0.009294696555494975,0.017550740268653886,-0.017838714433141667,-0.007466384185617514,-0.0023884038873333013,-0.056258992805755415,-0.00017471826679471558,0.005558643690939391
2020-12-16,0.022596256494199718,-0.004796445581379705,-0.005010834236186423,0.005058778184621415,0.0023266286400478453,-0.0016525511258004277,0.0,-0.05051074858972404,-0.0022018348623854544,0.0046065966463977315
2020-12-15,0.009569544489682391,0.019244427909493655,0.0229753640941881,-0.015123915440295344,-0.02134032197678759,0.010690392440857899,0.003054569470816615,0.016828042455481196,0.008318884744040966,0.01650770359501097
2020-12-14,-0.0009651178822556172,0.00471197239182386,0.012932754996141327,-0.019030931347497115,0.017061973986227885,-0.009417223966152632,-0.019094650205761288,0.010390840900118548,0.006912842602563751,-0.025261638397690356
2020-12-11,0.015077284018768955,0.045379483453332536,0.04867988966241965,0.03743580838026239,0.0023320544647560393,0.006165610360980844,0.005957375398556675,-0.04663738805620243,0.00400193196715648,0.030544242873010052
2020-12-10,-0.010366744842119524,0.002985593327435865,0.014855453680044262,0.004782629489693546,-0.0011758230761533817,0.0026531101297455617,0.005588456084744342,0.028000459023918456,-0.005119923029345053,0.014280582001077624
2020-12-09,0.02510647066904803,-0.0204274486951318,0.0028881044654538446,-0.027488219334570907,0.0007263619286161926,0.015705823104631644,0.014681486396814769,-0.036024686239175874,0.006130625496494346,0.006198530062870855
2020-12-08,-0.020672094347840675,-0.005981092031641766,0.016958747661711238,-0.013068056677189577,-0.017445061821094288,-0.00016807570129584448,-0.00858334014550799,0.07510587612493369,0.005749987126894451,-0.037754114230396874
2020-12-07,-0.03797468354430378,0.022499353002070288,-0.030786359125783536,-0.03173894715961223,-0.012787528338894849,-0.0016306083682149364,-0.007998021108179376,-0.012494614390349046,-0.0055464536828451205,-0.009145783793671036
2020-12-04,-0.0033783783783785104,0.011737720477734692,-0.02205019353227622,0.019078593561934865,-0.007689330408979567,0.003266543189089033,0.020031585071897506,-0.06656694091249071,0.012012836573938923,0.0018460402436772938
2020-12-03,-0.010490633363068547,-0.05217568053535959,-0.006179459680302313,-0.03528170075890824,-0.02296070936370498,0.0030880773361976477,-0.028194263363754857,-0.009448450854700807,-0.011378474165267716,-0.025796941219826786
2020-12-02,-0.0047960765929826454,0.004585945232596478,0.017677286742034726,-0.0067205001302422795,-0.009900463086176647,-0.006157140944987316,0.008217340264967232,-0.04139000303346918,0.004442538593482093,-0.01607717041800638
2020-12-01,-0.007536778027393276,0.0,-0.03405877600484741,-0.03605895311024865,0.011746680286006228,-0.012727272727272698,-0.011726546906187574,0.028022924651031955,-0.00017076794344161872,-0.026720492118415984
2020-11-30,-0.004162102957283698,0.030444349568130136,-0.027915000392064515,-0.009603612917267301,-0.016312866973086537,-0.002796535024895963,0.0028612303290416197,-0.02934537246049651,-0.007361355445865803,0.0029626703535454713
2020-11-27,0.00971550080656991,0.05317758796532379,-0.028178860476997136,0.054032523898472684,0.013558406482106822,0.002804377564979532,0.006713098934295614,0.031994362226920314,-0.010564713169758155,0.02146514375738473
2020-11-25,-0.0013434515812787984,0.0013769311080513713,-0.018814154884763346,0.015428318261186735,0.0002664748048071264,-0.002796535024895963,-0.001166958406268237,-0.020076481835563986,-0.008816777963272071,0.00963948332369391
2020-11-24,0.008253344968004672,0.05045330915684487,0.0019174914699826573,0.028642558324564416,0.015371500119881754,0.0038132694938441958,0.0017524826838020147,-0.03243902439024393,0.012614699019246611,-0.004773725415314178
2020-11-23,-0.02087916050629257,-0.05201455717142078,-0.0021952661056541256,-0.06240175653085156,-0.019520386209791685,-0.006762857094186114,-0.03473842052649123,-0.060373077892614035,-0.005977545221429015,-0.03626247122026094
2020-11-20,-0.010459634649381377,-0.022502769221431462,0.004936112599779996,-0.06149874926818888,-0.006449023280706401,-0.0031557644153259456,-0.026322602917062343,-0.06178020503976245,0.0036603859092572133,-0.030758510850089515
2020-11-19,-0.00141432186988244,0.012961813101521225,-0.01386549904569434,0.01247625258740448,0.0029895768806056378,0.0028216510099445813,0.002038645630207503,0.019729989175057527,0.008648686198572397,-0.010270103728047597
2020-11-18,0.012001490868430942,-0.015646310627538185,0.003557807252234202,-0.005069034082952895,0.0027389903329753107,0.0018357753148268152,-0.0034498009730208334,-0.025296933522943488,0.004442225244924991,0.007263671266991789
2020-11-17,0.0143267530936948,0.0418625649967308,-0.007714342437391775,0.03921071891009387,0.025386963740560153,0.007124141592314004,0.007988638380969304,-0.09253246753246747,0.0011827827965098514,-0.005150922015040749
2020-11-16,-0.002069641625213281,0.009697712296220962,0.03581330208363109,-0.013163953519867766,0.0070253329851135415,0.0023125712050877656,0.005635787249031354,-0.07590407825909751,0.0019347327329384267,-0.011390701045873364
2020-11-13,-0.00207393392519295,-0.061726750725152546,0.03451986754966874,-0.05448357258529357,-0.027697813739982813,0.0027822546441598206,-0.012784588441331013,0.0010046803401211335,-0.008253729557921252,-0.03343982402849066
2020-11-12,-0.016224887884201733,-0.04533051529155685,-0.02765997172654766,-0.02357176033441699,-0.020591608652743232,-0.004415571232807225,-0.020134823487670706,0.007980416156670778,-0.009959335584809437,-0.05299233290888905
2020-11-11,0.010191979838410914,0.17610322665917688,0.02526471717781309,0.03546795100487565,0.00659059342574686,0.003466557911908641,0.023535801575088167,0.013041577618029931,0.001966653903720861,0.014861965384065146
2020-11-10,0.00414572403419311,0.022139184671143175,0.004709030100334521,0.010393637486003193,-0.0042747761153648645,0.0016426200636727728,0.0061024144335368735,-0.01622995229305013,0.008667558319292779,0.010105850681475514
2020-11-09,-0.01903544026306181,-0.06368708941480439,0.013421746424862047,-0.021681679974993706,-0.03586664130641526,-0.020642783479010718,-0.02013009845288327,0.026562043084121134,-0.025899776132254138,-0.028939804091200783
2020-11-06,-0.03039219337777943,-0.12244598403006102,-0.07142294048088282,-0.11237945858022524,-0.023588760815038134,-0.02187197900842419,-0.02709249125325197,0.020628590419218495,0.0003535692819007785,-0.07224968387170949
2020-11-05,0.0025736565128875455,0.021694042083430842,-0.0002829895010896255,0.011911384534834202,0.0010679443514403086,-0.006494767123771283,0.006454587367450415,0.018932434003953835,0.009454635422189384,-0.012359829006876821
2020-11-04,-0.0171264367816093,-0.016682219275412136,0.01537067965012584,0.0017786113895805755,0.020644119597497346,-0.016005542429786912,-0.025011452130096257,-0.03905590175534701,0.004044046847919258,-0.017532854499262895
2020-11-03,0.015553736405098828,0.03085042621204037,-0.030526902704209657,0.005423203563819534,-0.018107856154128577,0.00926126516464465,0.02020296936666033,0.006936196493895208,-0.017383875017436212,0.0
2020-11-02,-0.004375863657300805,-0.01645751570651033,0.0011214953271028172,0.0173376998651511,-0.024368490707175394,-0.0008585994097128902,-0.010960670535138606,-0.05517810804435008,-0.005092715819359439,-0.042028476567488204
2020-10-30,-0.011681702521397108,-0.00914644159085698,-0.020710059171597517,-0.040270150855267306,-0.010969891775530094,-0.012317167051578148,-0.011082138200782299,-0.031135302489326055,-0.00649211671541694,-0.013296675831042215
2020-10-29,-0.009635264287107481,0.016903929334946444,-0.005631654591851665,0.010687273923051688,0.02191478577178807,-0.004023998984937105,-0.02467275638007349,0.05873105865374684,0.0065345397098950375,-0.0067379299863215
2020-10-28,-0.00972900582952585,-0.018122260067469642,0.00477862009970198,-0.042427200260289566,-0.004084728949057648,-0.007916719748120915,-0.02075890701940708,-0.011708005744468508,0.0032460583577085256,0.006783637661940345
2020-10-27,0.01587049043395261,0.04154425799598327,0.05586706984117651,0.03961808976929082,0.012275150875959318,0.01898664514235393,0.03667915598501281,0.045958327176001346,0.021955555555555506,-0.043129506729486455
2020-10-26,0.017110415035238802,0.0354570372259051,0.013123505533003454,0.016080007843906285,0.03765230226029592,0.007489153329612863,0.015027582271257334,-0.010360742205896334,-0.0008176045925023523,0.03944372871185786
2020-10-23,0.016014166377949834,0.037074657186388915,0.006833525440474109,0.024317282640162086,0.013220282255815397,0.0026088665725569893,0.0336394302848575,0.0008327781479013918,0.013841011177269325,0.03387211789874023
2020-10-22,0.01655742052817022,0.01789689252960569,-0.019652738027093997,0.020505573873449423,-0.0022847390442635174,-0.010871696162825906,-0.0019037258634757581,0.012267313315740713,-0.0019748252708944314,0.011774752434598357
2020-10-21,-0.05516213194185604,-0.021635176113832588,-0.009314352443974938,-0.04877223213736226,-0.012332735549730911,-0.0101263085821367,-0.006176203451407791,-0.007398013105051837,-0.0075880105991259494,-0.051809771141048566
2020-10-20,0.0014990138067061398,0.02762710854145567,0.011057786758721377,0.01627147154918651,0.004972344823733099,0.008810091559422695,0.020014622555291517,-0.0016562559151996892,0.005634828441146489,0.0027388818514841873
2020-10-19,0.004490310382857965,-0.0013340680374700487,0.008244274809160457,-0.00830786860198618,0.012369357349343968,0.0008841413904476791,0.06961741779410446,0.02106934635256197,0.0003448156960104143,-0.006811430912629368
2020-10-16,0.016743784801191985,0.010744881661100658,0.003992070921204682,0.02038196116193225,0.008950879986820759,0.013088155759870101,0.003183112749204353,0.020518533992526233,0.023594498638447536,0.0
2020-10-15,0.004396621543445667,0.018661111909208383,-0.03688266103600513,0.010223340673167769,0.0043268838272512156,0.0018862552494840479,-0.008266533066132342,0.020947528828439532,0.015473724975164638,-0.05761529074064531
